STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2019
40,61,Oklahoma,Haskell County,12769,12775,12627
40,63,Oklahoma,Hughes County,14003,14000,13279
40,65,Oklahoma,Jackson County,26446,26446,24530
40,67,Oklahoma,Jefferson County,6472,6472,6002
40,69,Oklahoma,Johnston County,10957,10957,11085
40,71,Oklahoma,Kay County,46562,46562,43538
40,73,Oklahoma,Kingfisher County,15034,15025,15765
40,75,Oklahoma,Kiowa County,9446,9446,8708
40,77,Oklahoma,Latimer County,11154,11156,10073
40,79,Oklahoma,Le Flore County,50384,50382,49853
40,81,Oklahoma,Lincoln County,34273,34274,34877
40,83,Oklahoma,Logan County,41848,41854,48011
40,85,Oklahoma,Love County,9423,9416,10253
40,87,Oklahoma,McClain County,34506,34503,40474
40,89,Oklahoma,McCurtain County,33151,33154,32832
40,91,Oklahoma,McIntosh County,20252,20247,19596
40,93,Oklahoma,Major County,7527,7526,7629
40,95,Oklahoma,Marshall County,15840,15838,16931
40,97,Oklahoma,Mayes County,41259,41266,41100
40,99,Oklahoma,Murray County,13488,13488,14073
40,101,Oklahoma,Muskogee County,70990,70997,67997
40,103,Oklahoma,Noble County,11561,11566,11131
40,105,Oklahoma,Nowata County,10536,10536,10076
40,107,Oklahoma,Okfuskee County,12191,12191,11993
40,109,Oklahoma,Oklahoma County,718633,718385,797434
40,111,Oklahoma,Okmulgee County,40069,40062,38465
40,113,Oklahoma,Osage County,47472,47473,46963
40,115,Oklahoma,Ottawa County,31848,31848,31127
40,117,Oklahoma,Pawnee County,16577,16570,16376
40,119,Oklahoma,Payne County,77350,77347,81784
40,121,Oklahoma,Pittsburg County,45837,45827,43654
40,123,Oklahoma,Pontotoc County,37492,37488,38284
40,125,Oklahoma,Pottawatomie County,69442,69443,72592
40,127,Oklahoma,Pushmataha County,11572,11578,11096
40,129,Oklahoma,Roger Mills County,3647,3647,3583
40,131,Oklahoma,Rogers County,86905,86914,92459
40,133,Oklahoma,Seminole County,25482,25482,24258
40,135,Oklahoma,Sequoyah County,42391,42428,41569
40,137,Oklahoma,Stephens County,45048,45047,43143
40,139,Oklahoma,Texas County,20640,20640,19983
40,141,Oklahoma,Tillman County,7992,7991,7250
40,143,Oklahoma,Tulsa County,603403,603430,651552
40,145,Oklahoma,Wagoner County,73085,73082,81289
40,147,Oklahoma,Washington County,50976,50979,51527
40,149,Oklahoma,Washita County,11629,11558,10916
40,151,Oklahoma,Woods County,8878,8878,8793
40,153,Oklahoma,Woodward County,20081,20084,20211
41,0,Oregon,Oregon,3831074,3831079,4217737
41,1,Oregon,Baker County,16134,16131,16124
41,3,Oregon,Benton County,85579,85581,93053
41,5,Oregon,Clackamas County,375992,375996,418187
41,7,Oregon,Clatsop County,37039,37026,40224
41,9,Oregon,Columbia County,49351,49353,52354
41,11,Oregon,Coos County,63043,63055,64487
41,13,Oregon,Crook County,20978,20978,24404
41,15,Oregon,Curry County,22364,22364,22925
41,17,Oregon,Deschutes County,157733,157728,197692
41,19,Oregon,Douglas County,107667,107684,110980
41,21,Oregon,Gilliam County,1871,1873,1912
41,23,Oregon,Grant County,7445,7444,7199
41,25,Oregon,Harney County,7422,7422,7393
41,27,Oregon,Hood River County,22346,22346,23382
41,29,Oregon,Jackson County,203206,203204,220944
41,31,Oregon,Jefferson County,21720,21725,24658
41,33,Oregon,Josephine County,82713,82719,87487
41,35,Oregon,Klamath County,66380,66384,68238
41,37,Oregon,Lake County,7895,7885,7869
41,39,Oregon,Lane County,351715,351705,382067
41,41,Oregon,Lincoln County,46034,46033,49962
41,43,Oregon,Linn County,116672,116681,129749
41,45,Oregon,Malheur County,31313,31316,30571
41,47,Oregon,Marion County,315335,315338,347818
41,49,Oregon,Morrow County,11173,11175,11603
41,51,Oregon,Multnomah County,735334,735146,812855
41,53,Oregon,Polk County,75403,75400,86085
41,55,Oregon,Sherman County,1765,1766,1780
41,57,Oregon,Tillamook County,25250,25254,27036
41,59,Oregon,Umatilla County,75889,75887,77950
41,61,Oregon,Union County,25748,25744,26835
41,63,Oregon,Wallowa County,7008,7008,7208
41,65,Oregon,Wasco County,25213,25211,26682
41,67,Oregon,Washington County,529710,529862,601592
41,69,Oregon,Wheeler County,1441,1439,1332
41,71,Oregon,Yamhill County,99193,99216,107100
42,0,Pennsylvania,Pennsylvania,12702379,12702868,12801989
42,1,Pennsylvania,Adams County,101407,101428,103009
42,3,Pennsylvania,Allegheny County,1223348,1223303,1216045
42,5,Pennsylvania,Armstrong County,68941,69059,64735
42,7,Pennsylvania,Beaver County,170539,170531,163929
42,9,Pennsylvania,Bedford County,49762,49776,47888
42,11,Pennsylvania,Berks County,411442,411570,421164
42,13,Pennsylvania,Blair County,127089,127117,121829
42,15,Pennsylvania,Bradford County,62622,62700,60323
42,17,Pennsylvania,Bucks County,625249,625256,628270
42,19,Pennsylvania,Butler County,183862,183880,187853
42,21,Pennsylvania,Cambria County,143679,143695,130192
42,23,Pennsylvania,Cameron County,5085,5085,4447
42,25,Pennsylvania,Carbon County,65249,65244,64182
42,27,Pennsylvania,Centre County,153990,154005,162385
42,29,Pennsylvania,Chester County,498886,499133,524989
42,31,Pennsylvania,Clarion County,39988,39988,38438
42,33,Pennsylvania,Clearfield County,81642,81609,79255
42,35,Pennsylvania,Clinton County,39238,39253,38632
42,37,Pennsylvania,Columbia County,67295,67299,64964
42,39,Pennsylvania,Crawford County,88765,88750,84629
42,41,Pennsylvania,Cumberland County,235406,235387,253370
42,43,Pennsylvania,Dauphin County,268100,268126,278299
42,45,Pennsylvania,Delaware County,558979,558757,566747
42,47,Pennsylvania,Elk County,31946,31946,29910
42,49,Pennsylvania,Erie County,280566,280584,269728
42,51,Pennsylvania,Fayette County,136606,136601,129274
42,53,Pennsylvania,Forest County,7716,7709,7247
42,55,Pennsylvania,Franklin County,149618,149631,155027
42,57,Pennsylvania,Fulton County,14845,14844,14530
42,59,Pennsylvania,Greene County,38686,38685,36233
42,61,Pennsylvania,Huntingdon County,45913,46000,45144
42,63,Pennsylvania,Indiana County,88880,88885,84073
42,65,Pennsylvania,Jefferson County,45200,45189,43425
42,67,Pennsylvania,Juniata County,24636,24637,24763
42,69,Pennsylvania,Lackawanna County,214437,214415,209674
42,71,Pennsylvania,Lancaster County,519445,519443,545724
42,73,Pennsylvania,Lawrence County,91108,91157,85512
42,75,Pennsylvania,Lebanon County,133568,133597,141793
42,77,Pennsylvania,Lehigh County,349497,349675,369318
42,79,Pennsylvania,Luzerne County,320918,320906,317417
42,81,Pennsylvania,Lycoming County,116111,116102,113299
42,83,Pennsylvania,McKean County,43450,43461,40625
42,85,Pennsylvania,Mercer County,116638,116663,109424
42,87,Pennsylvania,Mifflin County,46682,46679,46138
42,89,Pennsylvania,Monroe County,169842,169841,170271
42,91,Pennsylvania,Montgomery County,799874,799840,830915
42,93,Pennsylvania,Montour County,18267,18256,18230
42,95,Pennsylvania,Northampton County,297735,297712,305285
42,97,Pennsylvania,Northumberland County,94528,94476,90843
42,99,Pennsylvania,Perry County,45969,45931,46272
42,101,Pennsylvania,Philadelphia County,1526006,1526012,1584064
42,103,Pennsylvania,Pike County,57369,57338,55809
42,105,Pennsylvania,Potter County,17457,17447,16526
42,107,Pennsylvania,Schuylkill County,148289,148290,141359
42,109,Pennsylvania,Snyder County,39702,39721,40372
42,111,Pennsylvania,Somerset County,77742,77731,73447
42,113,Pennsylvania,Sullivan County,6428,6429,6066
42,115,Pennsylvania,Susquehanna County,43356,43327,40328
42,117,Pennsylvania,Tioga County,41981,41904,40591
42,119,Pennsylvania,Union County,44947,44963,44923
42,121,Pennsylvania,Venango County,54984,54988,50668
42,123,Pennsylvania,Warren County,41815,41811,39191
42,125,Pennsylvania,Washington County,207820,207849,206865
42,127,Pennsylvania,Wayne County,52822,52873,51361
42,129,Pennsylvania,Westmoreland County,365169,365071,348899
42,131,Pennsylvania,Wyoming County,28276,28283,26794
42,133,Pennsylvania,York County,434972,435015,449058
44,0,Rhode Island,Rhode Island,1052567,1052964,1059361
44,1,Rhode Island,Bristol County,49875,49844,48479
44,3,Rhode Island,Kent County,166158,166109,164292
44,5,Rhode Island,Newport County,82888,83141,82082
44,7,Rhode Island,Providence County,626667,626781,638931
44,9,Rhode Island,Washington County,126979,127089,125577
45,0,South Carolina,South Carolina,4625364,4625366,5148714
45,1,South Carolina,Abbeville County,25417,25416,24527
45,3,South Carolina,Aiken County,160099,160129,170872
45,5,South Carolina,Allendale County,10419,10419,8688
45,7,South Carolina,Anderson County,187126,186922,202558
45,9,South Carolina,Bamberg County,15987,15972,14066
45,11,South Carolina,Barnwell County,22621,22621,20866
45,13,South Carolina,Beaufort County,162233,162219,192122
45,15,South Carolina,Berkeley County,177843,178373,227907
45,17,South Carolina,Calhoun County,15175,15178,14553
45,19,South Carolina,Charleston County,350209,350128,411406
45,21,South Carolina,Cherokee County,55342,55488,57300
45,23,South Carolina,Chester County,33140,33159,32244
45,25,South Carolina,Chesterfield County,46734,46722,45650
45,27,South Carolina,Clarendon County,34971,34949,33745
45,29,South Carolina,Colleton County,38892,38887,37677
45,31,South Carolina,Darlington County,68681,68611,66618
45,33,South Carolina,Dillon County,32062,32059,30479
45,35,South Carolina,Dorchester County,136555,136144,162809
45,37,South Carolina,Edgefield County,26985,26965,27260
45,39,South Carolina,Fairfield County,23956,23959,22347
45,41,South Carolina,Florence County,136885,136965,138293
45,43,South Carolina,Georgetown County,60158,60311,62680
45,45,South Carolina,Greenville County,451225,451211,523542
45,47,South Carolina,Greenwood County,69661,69691,70811
45,49,South Carolina,Hampton County,21090,21090,19222
45,51,South Carolina,Horry County,269291,269146,354081
45,53,South Carolina,Jasper County,24777,24791,30073
45,55,South Carolina,Kershaw County,61697,61594,66551
45,57,South Carolina,Lancaster County,76652,76651,98012
45,59,South Carolina,Laurens County,66537,66513,67493
45,61,South Carolina,Lee County,19220,19226,16828
45,63,South Carolina,Lexington County,262391,262453,298750
45,65,South Carolina,McCormick County,10233,10229,9463
45,67,South Carolina,Marion County,33062,33058,30657
45,69,South Carolina,Marlboro County,28933,28935,26118
45,71,South Carolina,Newberry County,37508,37510,38440
45,73,South Carolina,Oconee County,74273,74285,79546
45,75,South Carolina,Orangeburg County,92501,92508,86175
45,77,South Carolina,Pickens County,119224,119385,126884
45,79,South Carolina,Richland County,384504,384425,415759
45,81,South Carolina,Saluda County,19875,19860,20473
45,83,South Carolina,Spartanburg County,284307,284304,319785
45,85,South Carolina,Sumter County,107456,107485,106721
45,87,South Carolina,Union County,28961,28973,27316
45,89,South Carolina,Williamsburg County,34423,34410,30368
45,91,South Carolina,York County,226073,226037,280979
46,0,South Dakota,South Dakota,814180,814198,884659
46,3,South Dakota,Aurora County,2710,2710,2751
46,5,South Dakota,Beadle County,17398,17399,18453
46,7,South Dakota,Bennett County,3431,3431,3365
46,9,South Dakota,Bon Homme County,7070,7067,6901
46,11,South Dakota,Brookings County,31965,31966,35077
46,13,South Dakota,Brown County,36531,36532,38839
46,15,South Dakota,Brule County,5255,5255,5297
46,17,South Dakota,Buffalo County,1912,1913,1962
46,19,South Dakota,Butte County,10110,10112,10429
46,21,South Dakota,Campbell County,1466,1466,1376
46,23,South Dakota,Charles Mix County,9129,9131,9292
46,25,South Dakota,Clark County,3691,3691,3736
46,27,South Dakota,Clay County,13864,13866,14070
46,29,South Dakota,Codington County,27227,27225,28009
46,31,South Dakota,Corson County,4050,4040,4086
46,33,South Dakota,Custer County,8216,8218,8972
46,35,South Dakota,Davison County,19504,19504,19775
46,37,South Dakota,Day County,5710,5710,5424
46,39,South Dakota,Deuel County,4364,4364,4351
46,41,South Dakota,Dewey County,5301,5301,5892
46,43,South Dakota,Douglas County,3002,3000,2921
46,45,South Dakota,Edmunds County,4071,4071,3829
46,47,South Dakota,Fall River County,7094,7094,6713
46,49,South Dakota,Faulk County,2364,2364,2299
46,51,South Dakota,Grant County,7356,7358,7052
46,53,South Dakota,Gregory County,4271,4271,4185
46,55,South Dakota,Haakon County,1937,1937,1899
46,57,South Dakota,Hamlin County,5903,5899,6164
46,59,South Dakota,Hand County,3431,3430,3191
46,61,South Dakota,Hanson County,3331,3332,3453
46,63,South Dakota,Harding County,1255,1255,1298
46,65,South Dakota,Hughes County,17022,17022,17526
46,67,South Dakota,Hutchinson County,7343,7343,7291
46,69,South Dakota,Hyde County,1420,1420,1301
46,71,South Dakota,Jackson County,3031,3030,3344
46,73,South Dakota,Jerauld County,2071,2071,2013
46,75,South Dakota,Jones County,1006,1006,903
46,77,South Dakota,Kingsbury County,5148,5147,4939
46,79,South Dakota,Lake County,11200,11202,12797
46,81,South Dakota,Lawrence County,24097,24090,25844
46,83,South Dakota,Lincoln County,44828,44823,61128
46,85,South Dakota,Lyman County,3755,3755,3781
46,87,South Dakota,McCook County,5618,5618,5586
46,89,South Dakota,McPherson County,2459,2459,2379
46,91,South Dakota,Marshall County,4656,4656,4935
46,93,South Dakota,Meade County,25434,25440,28332
46,95,South Dakota,Mellette County,2048,2043,2061
46,97,South Dakota,Miner County,2389,2389,2216
46,99,South Dakota,Minnehaha County,169468,169474,193134
46,101,South Dakota,Moody County,6486,6493,6576
46,102,South Dakota,Oglala Lakota County,13586,13586,14177
46,103,South Dakota,Pennington County,100948,100960,113775
46,105,South Dakota,Perkins County,2982,2991,2865
46,107,South Dakota,Potter County,2329,2334,2153
46,109,South Dakota,Roberts County,10149,10147,10394
46,111,South Dakota,Sanborn County,2355,2355,2344
46,115,South Dakota,Spink County,6415,6415,6376
46,117,South Dakota,Stanley County,2966,2966,3098
46,119,South Dakota,Sully County,1373,1368,1391
46,121,South Dakota,Todd County,9612,9610,10177
46,123,South Dakota,Tripp County,5644,5649,5441
46,125,South Dakota,Turner County,8347,8349,8384
46,127,South Dakota,Union County,14399,14398,15932
46,129,South Dakota,Walworth County,5438,5438,5435
46,135,South Dakota,Yankton County,22438,22438,22814
46,137,South Dakota,Ziebach County,2801,2801,2756
47,0,Tennessee,Tennessee,6346105,6346276,6829174
47,1,Tennessee,Anderson County,75129,75082,76978
47,3,Tennessee,Bedford County,45058,45057,49713
47,5,Tennessee,Benton County,16489,16491,16160
47,7,Tennessee,Bledsoe County,12876,12874,15064
47,9,Tennessee,Blount County,123010,123098,133088
47,11,Tennessee,Bradley County,98963,98926,108110
47,13,Tennessee,Campbell County,40716,40723,39842
47,15,Tennessee,Cannon County,13801,13813,14678
47,17,Tennessee,Carroll County,28522,28486,27767
47,19,Tennessee,Carter County,57424,57383,56391
47,21,Tennessee,Cheatham County,39105,39110,40667
47,23,Tennessee,Chester County,17131,17145,17297
47,25,Tennessee,Claiborne County,32213,32212,31959
47,27,Tennessee,Clay County,7861,7853,7615
47,29,Tennessee,Cocke County,35662,35642,36004
47,31,Tennessee,Coffee County,52796,52803,56520
47,33,Tennessee,Crockett County,14586,14576,14230
47,35,Tennessee,Cumberland County,56053,56060,60520
47,37,Tennessee,Davidson County,626681,626558,694144
47,39,Tennessee,Decatur County,11757,11750,11663
47,41,Tennessee,DeKalb County,18723,18722,20490
47,43,Tennessee,Dickson County,49666,49650,53948
47,45,Tennessee,Dyer County,38335,38330,37159
47,47,Tennessee,Fayette County,38413,38439,41133
47,49,Tennessee,Fentress County,17959,17962,18523
47,51,Tennessee,Franklin County,41052,41064,42208
47,53,Tennessee,Gibson County,49683,49687,49133
47,55,Tennessee,Giles County,29485,29476,29464
47,57,Tennessee,Grainger County,22657,22656,23320
47,59,Tennessee,Greene County,68831,68825,69069
47,61,Tennessee,Grundy County,13703,13726,13427
47,63,Tennessee,Hamblen County,62544,62534,64934
47,65,Tennessee,Hamilton County,336463,336477,367804
47,67,Tennessee,Hancock County,6819,6811,6620
47,69,Tennessee,Hardeman County,27253,27245,25050
47,71,Tennessee,Hardin County,26026,26008,25652
47,73,Tennessee,Hawkins County,56833,56826,56786
47,75,Tennessee,Haywood County,18787,18807,17304
47,77,Tennessee,Henderson County,27769,27780,28117
47,79,Tennessee,Henry County,32330,32349,32345
47,81,Tennessee,Hickman County,24690,24690,25178
47,83,Tennessee,Houston County,8426,8429,8201
47,85,Tennessee,Humphreys County,18538,18535,18582
47,87,Tennessee,Jackson County,11638,11634,11786
47,89,Tennessee,Jefferson County,51407,51668,54495
47,91,Tennessee,Johnson County,18244,18240,17788
47,93,Tennessee,Knox County,432226,432260,470313
47,95,Tennessee,Lake County,7832,7832,7016
47,97,Tennessee,Lauderdale County,27815,27822,25633
47,99,Tennessee,Lawrence County,41869,41856,44142
47,101,Tennessee,Lewis County,12161,12170,12268
47,103,Tennessee,Lincoln County,33361,33354,34366
47,105,Tennessee,Loudon County,48556,48561,54068
47,107,Tennessee,McMinn County,52266,52287,53794
47,109,Tennessee,McNairy County,26075,26082,25694
47,111,Tennessee,Macon County,22248,22226,24602
47,113,Tennessee,Madison County,98294,98303,97984
47,115,Tennessee,Marion County,28237,28222,28907
47,117,Tennessee,Marshall County,30617,30611,34375
47,119,Tennessee,Maury County,80956,80932,96387
47,121,Tennessee,Meigs County,11753,11766,12422
47,123,Tennessee,Monroe County,44519,44498,46545
47,125,Tennessee,Montgomery County,172331,172362,208993
47,127,Tennessee,Moore County,6362,6342,6488
47,129,Tennessee,Morgan County,21987,21986,21403
47,131,Tennessee,Obion County,31807,31807,30069
47,133,Tennessee,Overton County,22083,22082,22241
47,135,Tennessee,Perry County,7915,7930,8076
47,137,Tennessee,Pickett County,5077,5086,5048
47,139,Tennessee,Polk County,16825,16821,16832
47,141,Tennessee,Putnam County,72321,72339,80245
47,143,Tennessee,Rhea County,31809,31804,33167
47,145,Tennessee,Roane County,54181,54208,53382
47,147,Tennessee,Robertson County,66283,66319,71813
47,149,Tennessee,Rutherford County,262604,262588,332285
47,151,Tennessee,Scott County,22228,22232,22068
47,153,Tennessee,Sequatchie County,14112,14121,15026
47,155,Tennessee,Sevier County,89889,89720,98250
47,157,Tennessee,Shelby County,927644,927682,937166
47,159,Tennessee,Smith County,19166,19150,20157
47,161,Tennessee,Stewart County,13324,13313,13715
47,163,Tennessee,Sullivan County,156823,156800,158348
47,165,Tennessee,Sumner County,160645,160634,191283
47,167,Tennessee,Tipton County,61081,61006,61599
47,169,Tennessee,Trousdale County,7870,7864,11284
47,171,Tennessee,Unicoi County,18313,18311,17883
47,173,Tennessee,Union County,19109,19107,19972
47,175,Tennessee,Van Buren County,5548,5558,5872
47,177,Tennessee,Warren County,39839,39824,41277
47,179,Tennessee,Washington County,122979,123063,129375
47,181,Tennessee,Wayne County,17021,17025,16673
47,183,Tennessee,Weakley County,35021,35015,33328
47,185,Tennessee,White County,25841,25844,27345
47,187,Tennessee,Williamson County,183182,183277,238412
47,189,Tennessee,Wilson County,113993,114062,144657
48,0,Texas,Texas,25145561,25146091,28995881
48,1,Texas,Anderson County,58458,58452,57735
48,3,Texas,Andrews County,14786,14786,18705
48,5,Texas,Angelina County,86771,86771,86715
48,7,Texas,Aransas County,23158,23158,23510
48,9,Texas,Archer County,9054,9061,8553
48,11,Texas,Armstrong County,1901,1901,1887
48,13,Texas,Atascosa County,44911,44923,51153
48,15,Texas,Austin County,28417,28412,30032
48,17,Texas,Bailey County,7165,7165,7000
48,19,Texas,Bandera County,20485,20487,23112
48,21,Texas,Bastrop County,74171,74217,88723
48,23,Texas,Baylor County,3726,3726,3509
48,25,Texas,Bee County,31861,31861,32565
48,27,Texas,Bell County,310235,310159,362924
48,29,Texas,Bexar County,1714773,1714781,2003554
48,31,Texas,Blanco County,10497,10483,11931
48,33,Texas,Borden County,641,641,654
48,35,Texas,Bosque County,18212,18217,18685
48,37,Texas,Bowie County,92565,92564,93245
48,39,Texas,Brazoria County,313166,313117,374264
48,41,Texas,Brazos County,194851,194861,229211
48,43,Texas,Brewster County,9232,9232,9203
48,45,Texas,Briscoe County,1637,1637,1546
48,47,Texas,Brooks County,7223,7223,7093
48,49,Texas,Brown County,38106,38106,37864
48,51,Texas,Burleson County,17187,17187,18443
48,53,Texas,Burnet County,42750,42711,48155
48,55,Texas,Caldwell County,38066,38055,43664
48,57,Texas,Calhoun County,21381,21382,21290
48,59,Texas,Callahan County,13544,13545,13943
48,61,Texas,Cameron County,406220,406215,423163
48,63,Texas,Camp County,12401,12401,13094
48,65,Texas,Carson County,6182,6184,5926
48,67,Texas,Cass County,30464,30469,30026
48,69,Texas,Castro County,8062,8063,7530
48,71,Texas,Chambers County,35096,35107,43837
48,73,Texas,Cherokee County,50845,50834,52646
48,75,Texas,Childress County,7041,7041,7306
48,77,Texas,Clay County,10752,10754,10471
48,79,Texas,Cochran County,3127,3127,2853
48,81,Texas,Coke County,3320,3317,3387
48,83,Texas,Coleman County,8895,8893,8175
48,85,Texas,Collin County,782341,781419,1034730
48,87,Texas,Collingsworth County,3057,3057,2920
48,89,Texas,Colorado County,20874,20872,21493
48,91,Texas,Comal County,108472,108520,156209
48,93,Texas,Comanche County,13974,13960,13635
48,95,Texas,Concho County,4087,4087,2726
48,97,Texas,Cooke County,38437,38436,41257
48,99,Texas,Coryell County,75388,75474,75951
48,101,Texas,Cottle County,1505,1506,1398
48,103,Texas,Crane County,4375,4375,4797
48,105,Texas,Crockett County,3719,3719,3464
48,107,Texas,Crosby County,6059,6056,5737
48,109,Texas,Culberson County,2398,2398,2171
48,111,Texas,Dallam County,6703,6700,7287
48,113,Texas,Dallas County,2368139,2367430,2635516
48,115,Texas,Dawson County,13833,13833,12728
48,117,Texas,Deaf Smith County,19372,19372,18546
48,119,Texas,Delta County,5231,5232,5331
48,121,Texas,Denton County,662614,662557,887207
48,123,Texas,DeWitt County,20097,20097,20160
48,125,Texas,Dickens County,2444,2441,2211
48,127,Texas,Dimmit County,9996,9996,10124
48,129,Texas,Donley County,3677,3726,3278
48,131,Texas,Duval County,11782,11777,11157
48,133,Texas,Eastland County,18583,18582,18360
48,135,Texas,Ector County,137130,137136,166223
48,137,Texas,Edwards County,2002,2002,1932
48,139,Texas,Ellis County,149610,149610,184826
48,141,Texas,El Paso County,800647,800633,839238
48,143,Texas,Erath County,37890,37895,42698
48,145,Texas,Falls County,17866,17863,17297
48,147,Texas,Fannin County,33915,33910,35514
48,149,Texas,Fayette County,24554,24552,25346
48,151,Texas,Fisher County,3974,3978,3830
48,153,Texas,Floyd County,6446,6446,5712
48,155,Texas,Foard County,1336,1336,1155
48,157,Texas,Fort Bend County,585375,584699,811688
48,159,Texas,Franklin County,10605,10601,10725
48,161,Texas,Freestone County,19816,19817,19717
48,163,Texas,Frio County,17217,17217,20306
48,165,Texas,Gaines County,17526,17526,21492
48,167,Texas,Galveston County,291309,291312,342139
48,169,Texas,Garza County,6461,6461,6229
48,171,Texas,Gillespie County,24837,24828,26988
48,173,Texas,Glasscock County,1226,1226,1409
48,175,Texas,Goliad County,7210,7210,7658
48,177,Texas,Gonzales County,19807,19811,20837
48,179,Texas,Gray County,22535,22537,21886
48,181,Texas,Grayson County,120877,120877,136212
48,183,Texas,Gregg County,121730,121747,123945
48,185,Texas,Grimes County,26604,26581,28880
48,187,Texas,Guadalupe County,131533,131527,166847
48,189,Texas,Hale County,36273,36206,33406
48,191,Texas,Hall County,3353,3353,2964
48,193,Texas,Hamilton County,8517,8512,8461
48,195,Texas,Hansford County,5613,5613,5399
48,197,Texas,Hardeman County,4139,4139,3933
48,199,Texas,Hardin County,54635,54635,57602
48,201,Texas,Harris County,4092459,4093176,4713325
48,203,Texas,Harrison County,65631,65640,66553
48,205,Texas,Hartley County,6062,6062,5576
48,207,Texas,Haskell County,5899,5902,5658
48,209,Texas,Hays County,157107,157103,230191
48,211,Texas,Hemphill County,3807,3807,3819
48,213,Texas,Henderson County,78532,78578,82737
48,215,Texas,Hidalgo County,774769,774764,868707
48,217,Texas,Hill County,35089,35088,36649
48,219,Texas,Hockley County,22935,22927,23021
48,221,Texas,Hood County,51182,51163,61643
48,223,Texas,Hopkins County,35161,35163,37084
48,225,Texas,Houston County,23732,23731,22968
48,227,Texas,Howard County,35012,35012,36664
48,229,Texas,Hudspeth County,3476,3476,4886
48,231,Texas,Hunt County,86129,86144,98594
48,233,Texas,Hutchinson County,22150,22251,20938
48,235,Texas,Irion County,1599,1597,1536
48,237,Texas,Jack County,9044,9041,8935
48,239,Texas,Jackson County,14075,14075,14760
48,241,Texas,Jasper County,35710,35710,35529
48,243,Texas,Jeff Davis County,2342,2342,2274
48,245,Texas,Jefferson County,252273,252277,251565
48,247,Texas,Jim Hogg County,5300,5300,5200
48,249,Texas,Jim Wells County,40838,40843,40482
48,251,Texas,Johnson County,150934,150956,175817
48,253,Texas,Jones County,20202,20192,20083
48,255,Texas,Karnes County,14824,14828,15601
48,257,Texas,Kaufman County,103350,103348,136154
48,259,Texas,Kendall County,33410,33384,47431
48,261,Texas,Kenedy County,416,413,404
48,263,Texas,Kent County,808,808,762
48,265,Texas,Kerr County,49625,49644,52600
48,267,Texas,Kimble County,4607,4605,4337
48,269,Texas,King County,286,285,272
48,271,Texas,Kinney County,3598,3598,3667
48,273,Texas,Kleberg County,32061,32061,30680
48,275,Texas,Knox County,3719,3719,3664
48,277,Texas,Lamar County,49793,49791,49859
48,279,Texas,Lamb County,13977,13976,12893
48,281,Texas,Lampasas County,19677,19675,21428
48,283,Texas,La Salle County,6886,6886,7520
48,285,Texas,Lavaca County,19263,19264,20154
48,287,Texas,Lee County,16612,16609,17239
48,289,Texas,Leon County,16801,16798,17404
48,291,Texas,Liberty County,75643,75643,88219
48,293,Texas,Limestone County,23384,23388,23437
48,295,Texas,Lipscomb County,3302,3302,3233
48,297,Texas,Live Oak County,11531,11533,12207
48,299,Texas,Llano County,19301,19303,21795
48,301,Texas,Loving County,82,82,169
48,303,Texas,Lubbock County,278831,278918,310569
48,305,Texas,Lynn County,5915,5915,5951
48,307,Texas,McCulloch County,8283,8284,7984
48,309,Texas,McLennan County,234906,234903,256623
48,311,Texas,McMullen County,707,707,743
48,313,Texas,Madison County,13664,13670,14284
48,315,Texas,Marion County,10546,10535,9854
48,317,Texas,Martin County,4799,4799,5771
48,319,Texas,Mason County,4012,4013,4274
48,321,Texas,Matagorda County,36702,36702,36643
48,323,Texas,Maverick County,54258,54258,58722
48,325,Texas,Medina County,46006,45993,51584
48,327,Texas,Menard County,2242,2242,2138
48,329,Texas,Midland County,136872,136872,176832
48,331,Texas,Milam County,24757,24759,24823
48,333,Texas,Mills County,4936,4941,4873
48,335,Texas,Mitchell County,9403,9403,8545
48,337,Texas,Montague County,19719,19720,19818
48,339,Texas,Montgomery County,455746,455747,607391
48,341,Texas,Moore County,21904,21904,20940
48,343,Texas,Morris County,12934,12934,12388
48,345,Texas,Motley County,1210,1205,1200
48,347,Texas,Nacogdoches County,64524,64524,65204
48,349,Texas,Navarro County,47735,47840,50113
48,351,Texas,Newton County,14445,14445,13595
48,353,Texas,Nolan County,15216,15213,14714
48,355,Texas,Nueces County,340223,340223,362294
48,357,Texas,Ochiltree County,10223,10223,9836
48,359,Texas,Oldham County,2052,2052,2112
48,361,Texas,Orange County,81837,81837,83396
48,363,Texas,Palo Pinto County,28111,28132,29189
48,365,Texas,Panola County,23796,23796,23194
48,367,Texas,Parker County,116927,116949,142878
48,369,Texas,Parmer County,10269,10269,9605
48,371,Texas,Pecos County,15507,15507,15823
48,373,Texas,Polk County,45413,45415,51353
48,375,Texas,Potter County,121073,121078,117415
48,377,Texas,Presidio County,7818,7817,6704
48,379,Texas,Rains County,10914,10916,12514
48,381,Texas,Randall County,120725,120720,137713
48,383,Texas,Reagan County,3367,3367,3849
48,385,Texas,Real County,3309,3309,3452
48,387,Texas,Red River County,12860,12862,12023
48,389,Texas,Reeves County,13783,13783,15976
48,391,Texas,Refugio County,7383,7383,6948
48,393,Texas,Roberts County,929,929,854
